FilePath,File,Set,NumberOfNodes,NumberOfArcs,Density,NumberOfPaths,AveragePathLength,StdvPathLength,InDegreeEntropy,OutDegreeEntropy,InDegreeHeterogeneity,OutDegreeHeterogeneity,BetweennessHeterogeneity,Modularity
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV49.rcp,EV49.rcp,AD (mid SP),32,58,0.05846774193548387,111,10.018018018018019,2.6946125161677634,1.2661010149784662,1.235397147250783,39.571938168846614,38.96313912009512,51.69838629046406,0.39536266349583826
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV5.rcp,EV5.rcp,AD (mid SP),32,57,0.057459677419354836,2070,14.931884057971015,1.1964915806220595,1.0770222486374978,1.0561841477588443,38.76638965835642,37.50569405971068,61.01127803244088,0.5493998153277931
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV50.rcp,EV50.rcp,AD (mid SP),32,52,0.05241935483870968,480,13.504166666666666,1.8929648629127331,1.1132390406013788,1.1205861971907978,39.38461538461539,39.38461538461539,78.0064387641817,0.5177514792899409
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV51.rcp,EV51.rcp,AD (mid SP),32,61,0.06149193548387097,169,10.95266272189349,2.074958189890528,1.4168972115146177,1.345348523677741,43.75597957538296,40.45364149422198,56.89108104983233,0.38887395861327606
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV52.rcp,EV52.rcp,AD (mid SP),32,61,0.06149193548387097,399,11.701754385964913,1.7017673048110515,1.2967941069295867,1.2784995396644883,39.35286213383499,38.80247245364149,55.357115271756875,0.3813490997043805
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV53.rcp,EV53.rcp,AD (mid SP),32,55,0.055443548387096774,542,13.688191881918819,1.167126938937926,1.1659226344265619,1.0818782465154098,39.60595041322314,37.57487603305785,55.25110366500618,0.48429752066115694
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV54.rcp,EV54.rcp,AD (mid SP),32,63,0.06350806451612903,170,10.4,2.218637631785883,1.3854474215337436,1.3496978088898743,43.08591584782061,39.989921894683796,54.273793061740264,0.3675988914084152
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV55.rcp,EV55.rcp,AD (mid SP),32,53,0.05342741935483871,128,11.3125,2.2560682059725057,1.1693351062540638,1.0287513200993617,45.56781772872908,38.27696689213243,69.85216844761072,0.4222143111427554
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV56.rcp,EV56.rcp,AD (mid SP),32,53,0.05342741935483871,480,13.366666666666667,1.7196575886560157,1.0446066459467005,1.1110049957793198,37.547881808472766,39.0060519757921,78.755562019035,0.47988608045567815
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV57.rcp,EV57.rcp,AD (mid SP),32,55,0.055443548387096774,191,11.596858638743456,2.0970661570222315,1.2424130581769937,1.1659226344265619,40.96,39.60595041322314,55.355108184112886,0.44727272727272727
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV58.rcp,EV58.rcp,AD (mid SP),32,56,0.056451612903225805,116,10.017241379310345,2.4175463431021074,1.2409471487372978,1.1521701395927608,50.93877551020408,38.53061224489796,66.95120214034556,0.3804209183673469
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV59.rcp,EV59.rcp,AD (mid SP),32,59,0.059475806451612906,179,10.854748603351956,2.0904457621009347,1.3749819856074288,1.270263327143628,43.242746337259405,39.71272622809538,58.622389917403154,0.3964378052283826
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV6.rcp,EV6.rcp,AD (mid SP),32,53,0.05342741935483871,702,13.923076923076923,1.2482729686808294,1.1987740758686396,1.1110049957793198,40.46422214311143,39.0060519757921,77.85901379987936,0.5058739765040939
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV60.rcp,EV60.rcp,AD (mid SP),32,59,0.059475806451612906,414,11.86231884057971,1.6905192967084355,1.1897590236848277,1.2634938258262771,38.53605285837403,39.124389543234706,63.790706431237076,0.4340706693478885
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV61.rcp,EV61.rcp,AD (mid SP),32,55,0.055443548387096774,756,14.161375661375661,1.2118856755587808,1.1278336536047227,1.1559303321802168,38.25190082644628,38.92892561983471,57.95579802246337,0.48661157024793383
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV62.rcp,EV62.rcp,AD (mid SP),32,59,0.059475806451612906,89,8.707865168539326,2.640234272849351,1.361759464732271,1.2060215322825643,45.5960930767021,41.47773628267739,65.56556217270482,0.3924159724217179
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV63.rcp,EV63.rcp,AD (mid SP),32,62,0.0625,148,10.344594594594595,2.2352000872944355,1.3960661113334558,1.2601710355474434,42.62226847034339,40.49115504682622,53.88310090595763,0.4037460978147763
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV64.rcp,EV64.rcp,AD (mid SP),32,58,0.05846774193548387,548,13.175182481751825,1.3810384869607486,1.1897590236848277,1.1897590236848277,38.96313912009512,38.96313912009512,60.06922406022039,0.4735434007134365
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV65.rcp,EV65.rcp,AD (mid SP),32,59,0.059475806451612906,132,9.93939393939394,2.337952924058734,1.2763134253599155,1.3072595428559017,43.242746337259405,40.30106291295605,55.33885428681276,0.3688595231255386
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV66.rcp,EV66.rcp,AD (mid SP),32,61,0.06149193548387097,469,12.360341151385928,1.7462126824158062,1.2784995396644883,1.1733185232972803,40.45364149422198,37.7016930932545,63.51235795122814,0.4420854608976082
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV67.rcp,EV67.rcp,AD (mid SP),32,56,0.056451612903225805,1320,14.568181818181818,1.393128057690307,1.235397949014596,1.077022248637498,40.48979591836735,37.87755102040816,63.193477172144675,0.5114795918367347
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV68.rcp,EV68.rcp,AD (mid SP),32,60,0.06048387096774194,133,10.18796992481203,2.336858555597647,1.3466053184372666,1.1963053005464181,42.666666666666664,38.684444444444445,52.721580234170915,0.38722222222222225
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV69.rcp,EV69.rcp,AD (mid SP),32,63,0.06350806451612903,182,10.87912087912088,2.0772719051211905,1.4512862380747023,1.3895765986107727,43.08591584782061,41.5379188712522,56.59956516391101,0.3492063492063492
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV7.rcp,EV7.rcp,AD (mid SP),32,59,0.059475806451612906,173,11.167630057803468,2.0174652561257562,1.3479740524887094,1.270263327143628,42.06607296753806,39.71272622809538,52.44327351895443,0.3912668773340994
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV70.rcp,EV70.rcp,AD (mid SP),32,60,0.06048387096774194,361,11.493074792243767,1.8127225716667024,1.3257742182561048,1.2556355790521514,40.96,38.684444444444445,56.74704247290527,0.41
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV71.rcp,EV71.rcp,AD (mid SP),32,54,0.05443548387096774,663,14.475113122171946,1.4085171682113282,1.1509169205883507,1.1302398760443997,39.33058984910837,38.628257887517144,61.38542890428506,0.5010288065843621
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV72.rcp,EV72.rcp,AD (mid SP),32,58,0.05846774193548387,473,12.143763213530656,1.4556328596717887,1.1865969049792104,1.2661010149784662,38.354340071343636,39.571938168846614,57.07240296632176,0.43133174791914386
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV73.rcp,EV73.rcp,AD (mid SP),32,51,0.05141129032258065,972,14.61111111111111,1.3252067157640626,1.1693351062540638,0.99410916642609,41.337946943483274,37.400999615532484,70.35022507039054,0.5609381007304882
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV74.rcp,EV74.rcp,AD (mid SP),32,60,0.06048387096774194,133,10.210526315789474,2.3333239112629407,1.3466053184372666,1.1963053005464181,42.666666666666664,38.684444444444445,52.89498163531302,0.4075
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV75.rcp,EV75.rcp,AD (mid SP),32,56,0.056451612903225805,1068,14.183520599250937,1.2140061063910252,1.067746677069236,1.1205861971907978,37.224489795918366,37.87755102040816,61.88805127752128,0.4719387755102041
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV76.rcp,EV76.rcp,AD (mid SP),32,53,0.05342741935483871,576,13.666666666666666,1.4766704288891124,1.1278336536047227,1.1110049957793198,39.0060519757921,39.0060519757921,81.82444871536163,0.49804200783196867
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV77.rcp,EV77.rcp,AD (mid SP),32,61,0.06149193548387097,1936,13.363636363636363,1.2555661197211938,1.3231670291039157,1.1892562545320746,40.45364149422198,37.7016930932545,88.5782296055851,0.5202902445579145
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV78.rcp,EV78.rcp,AD (mid SP),32,56,0.056451612903225805,350,12.288571428571428,1.7086789263841782,1.1205861971907978,1.1205861971907978,37.87755102040816,37.87755102040816,65.36995954825042,0.4502551020408163
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV79.rcp,EV79.rcp,AD (mid SP),32,59,0.059475806451612906,730,12.982191780821918,1.4622034850571473,1.1659226344265619,1.1897590236848277,37.947716173513356,38.53605285837403,60.137195965646164,0.4941108876759552
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV8.rcp,EV8.rcp,AD (mid SP),32,59,0.059475806451612906,2196,13.960382513661202,1.1226175498972102,1.283951563998937,1.1693351062540638,39.71272622809538,37.947716173513356,67.57573735716171,0.49296179258833667
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV80.rcp,EV80.rcp,AD (mid SP),32,59,0.059475806451612906,158,11.018987341772151,2.0203756981970176,1.3479740524887094,1.283951563998937,42.06607296753806,39.71272622809538,54.21032938990622,0.3990232691755243
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV81.rcp,EV81.rcp,AD (mid SP),32,54,0.05443548387096774,680,14.58529411764706,1.7876426068891391,1.225744270160994,1.1302398760443997,41.43758573388203,38.628257887517144,75.81743600381454,0.5452674897119341
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV82.rcp,EV82.rcp,AD (mid SP),32,59,0.059475806451612906,457,12.214442013129103,1.7732418374977519,1.2634938258262771,1.1693351062540638,39.124389543234706,37.947716173513356,63.4571412273274,0.43636885952312554
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV83.rcp,EV83.rcp,AD (mid SP),32,59,0.059475806451612906,179,10.810055865921788,2.0975403252079357,1.3405552202209792,1.270263327143628,43.83108302212008,39.71272622809538,58.93879714825339,0.3835104854926745
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV84.rcp,EV84.rcp,AD (mid SP),32,58,0.05846774193548387,868,13.543778801843319,1.8884003195137355,1.2752767387354942,1.118937474544687,40.1807372175981,37.74554102259215,70.1186331704468,0.47205707491082044
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV85.rcp,EV85.rcp,AD (mid SP),32,54,0.05443548387096774,816,14.936274509803921,1.5611263665980102,1.1527001135514041,1.091210582222579,40.03292181069959,37.925925925925924,71.13774997349185,0.5593278463648834
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV86.rcp,EV86.rcp,AD (mid SP),32,60,0.06048387096774194,1004,13.215139442231076,1.3550590909323528,1.199213490375035,1.184306999350379,38.684444444444445,38.11555555555555,70.76272943507952,0.45916666666666667
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV87.rcp,EV87.rcp,AD (mid SP),32,56,0.056451612903225805,148,10.736486486486486,2.2671612398890435,1.2927137899618382,1.1521701395927608,49.63265306122449,38.53061224489796,73.68439595114933,0.38871173469387754
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV88.rcp,EV88.rcp,AD (mid SP),32,57,0.057459677419354836,224,11.415178571428571,2.2244465532154836,1.2967941069295867,1.184306999350379,41.28778085564789,39.396737457679286,58.58933576957381,0.42289935364727604
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV89.rcp,EV89.rcp,AD (mid SP),32,64,0.06451612903225806,185,10.254054054054054,2.2721099367428783,1.3505812416408982,1.3753882650256917,43.5,40.0,54.14575725391236,0.35302734375
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV9.rcp,EV9.rcp,AD (mid SP),32,57,0.057459677419354836,110,10.063636363636364,2.6638225190922804,1.2634938258262771,1.240410558842649,40.027085257002156,39.396737457679286,51.800231967196,0.39058171745152354
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV90.rcp,EV90.rcp,AD (mid SP),32,57,0.057459677419354836,464,12.03448275862069,1.4168386037277074,1.3304629286247946,1.184306999350379,43.80917205293937,39.396737457679286,64.99191717834225,0.4515235457063712
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV91.rcp,EV91.rcp,AD (mid SP),32,56,0.056451612903225805,108,10.074074074074074,2.4179257398443648,1.2118433428703996,1.1521701395927608,49.63265306122449,38.53061224489796,66.33516254432057,0.39987244897959184
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV92.rcp,EV92.rcp,AD (mid SP),32,56,0.056451612903225805,1872,15.867521367521368,1.289161196834504,1.1205861971907978,1.1205861971907978,37.87755102040816,37.87755102040816,65.03241689374325,0.5357142857142858
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV93.rcp,EV93.rcp,AD (mid SP),32,57,0.057459677419354836,2496,15.653846153846153,1.2462962881553576,1.0486455814673359,1.1084090263013686,36.875346260387815,37.50569405971068,61.03725944215821,0.5263157894736842
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV94.rcp,EV94.rcp,AD (mid SP),32,58,0.05846774193548387,360,11.922222222222222,1.7462835316292442,1.1737808812006876,1.2661010149784662,38.354340071343636,39.571938168846614,63.59116833564909,0.44768133174791913
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV95.rcp,EV95.rcp,AD (mid SP),32,56,0.056451612903225805,1008,14.53968253968254,1.084894798870274,1.067746677069236,1.1205861971907978,37.224489795918366,37.87755102040816,50.13102039064918,0.5165816326530612
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV96.rcp,EV96.rcp,AD (mid SP),32,52,0.05241935483870968,972,14.38888888888889,1.4412357523414274,1.1865969049792104,1.051331792501681,40.89940828402367,37.8698224852071,68.71052854932341,0.5684171597633136
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV97.rcp,EV97.rcp,AD (mid SP),32,56,0.056451612903225805,350,12.074285714285715,1.5492565695737253,1.3151555284563925,1.2060215322825645,44.40816326530612,39.183673469387756,67.55901041835799,0.4706632653061225
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV98.rcp,EV98.rcp,AD (mid SP),32,60,0.06048387096774194,158,10.968354430379748,2.026473166521647,1.3682124842900778,1.2944776821486284,42.09777777777778,39.82222222222222,53.96967085091343,0.35916666666666663
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV99.rcp,EV99.rcp,AD (mid SP),32,61,0.06149193548387097,171,10.777777777777779,1.8693520088719042,1.3736645086245265,1.2979570843776032,41.55442085460898,39.903251814028486,49.94303098250615,0.40150497178177913
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV1.rcp,EV1.rcp,LA (low SP),32,97,0.09778225806451613,200,6.09,0.8613361713059542,1.7383133597983065,1.8391450909533806,43.42395578701243,45.38293123605059,68.24959047824026,0.2806887023063025
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV10.rcp,EV10.rcp,LA (low SP),32,100,0.10080645161290322,191,6.162303664921466,0.6863233343737776,1.7082736184503557,1.8973523847913234,43.008,46.2848,51.03626768572971,0.2692
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV100.rcp,EV100.rcp,LA (low SP),32,94,0.09475806451612903,226,6.278761061946903,0.8555856378040549,1.7754959644721107,1.7486147660746612,43.342688999547306,45.66047985513807,61.30630718083594,0.2888184698958805
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV101.rcp,EV101.rcp,LA (low SP),32,99,0.09979838709677419,481,7.118503118503119,0.7605738645395517,1.9000750889905451,1.8946891171539901,42.94092439546985,44.61259055198449,63.17233306036474,0.2785430058157331
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV102.rcp,EV102.rcp,LA (low SP),32,86,0.08669354838709678,449,7.287305122494432,0.7187244938024427,1.673754281413885,1.720238098904499,40.9821525148729,45.96646836127636,81.07240113676912,0.37479718766901027
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV103.rcp,EV103.rcp,LA (low SP),32,89,0.08971774193548387,450,7.48,0.7664057527039955,1.8448779056463103,1.735590655599085,50.030046711273826,41.49779068299457,75.04438311471552,0.34212851912637293
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV104.rcp,EV104.rcp,LA (low SP),32,112,0.11290322580645161,574,6.898954703832753,0.6986040995039519,1.9755997000310535,1.8456346036760638,42.93877551020408,42.775510204081634,50.433049266439724,0.275749362244898
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV105.rcp,EV105.rcp,LA (low SP),32,101,0.10181451612903226,648,7.354938271604938,0.6942935364153434,1.7922537483830152,1.650763586080278,42.863248701107736,41.25713165375944,55.090023697388865,0.30722478188412905
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV106.rcp,EV106.rcp,LA (low SP),32,102,0.1028225806451613,172,6.244186046511628,1.0558370041536638,1.9655405435230018,1.8867931315534994,45.86543637062668,49.211841599384854,52.78053578481475,0.25278738946559015
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV107.rcp,EV107.rcp,LA (low SP),32,94,0.09475806451612903,556,7.138489208633094,0.7349647998903016,1.7799113021821378,1.618560673824766,46.3558171118153,43.11090991398823,73.1675056391672,0.28508374830239924
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV108.rcp,EV108.rcp,LA (low SP),32,109,0.10987903225806452,418,6.811004784688995,0.8038028305546882,1.9000750889905451,2.0004067234158467,42.6630754986954,47.48960525208316,57.54638081460496,0.22868445417052438
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV109.rcp,EV109.rcp,LA (low SP),32,98,0.09879032258064516,522,7.019157088122605,0.7802745723612383,1.6000459984245632,1.8810603168605695,40.51645147855061,43.928363182007494,57.85832880698692,0.32465639316951267
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV11.rcp,EV11.rcp,LA (low SP),32,98,0.09879032258064516,206,6.058252427184466,0.8682673598179171,1.7330806418351492,1.882466789738377,43.50187421907538,46.06080799666805,72.96365360912851,0.27707205331112034
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV110.rcp,EV110.rcp,LA (low SP),32,105,0.10584677419354839,166,6.746987951807229,0.992057293987417,1.9791693438164224,1.8232330009671343,51.919818594104306,56.37804988662131,64.36876795827534,0.25487528344671206
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV111.rcp,EV111.rcp,LA (low SP),32,95,0.09576612903225806,981,7.388379204892966,0.5483991371200971,1.6652987625217337,1.6880351866489873,39.371523545706374,38.917673130193904,56.26095176083699,0.3319667590027701
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV112.rcp,EV112.rcp,LA (low SP),32,106,0.10685483870967742,175,6.788571428571428,0.9656297511606249,1.9791693438164224,1.8232330009671343,51.58276966892132,56.8686365254539,66.2054640797992,0.20247419010323958
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV113.rcp,EV113.rcp,LA (low SP),32,91,0.09173387096774194,463,7.036717062634989,0.7669971881859206,1.804718325566931,1.7585849266878077,45.87658495350803,43.65076681560198,75.33217383847449,0.2828160850138872
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV114.rcp,EV114.rcp,LA (low SP),32,94,0.09475806451612903,1007,7.479642502482622,0.5595897483830684,1.6150800259343026,1.7145659664349462,39.17066545948393,39.17066545948393,54.836076189601236,0.3461973743775464
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV115.rcp,EV115.rcp,LA (low SP),32,93,0.09375,699,7.306151645207439,0.5513457951898655,1.6300857397725137,1.7074562381972256,40.13596947624003,39.899179095849234,54.73297349686004,0.33379581454503415
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV116.rcp,EV116.rcp,LA (low SP),32,100,0.10080645161290322,462,6.805194805194805,0.8037621663524567,1.6126746052584386,1.794917016020349,38.912,45.2608,58.507252980429605,0.30379999999999996
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV117.rcp,EV117.rcp,LA (low SP),32,100,0.10080645161290322,495,7.098989898989899,0.7656112563550549,1.9063674369751356,1.9009814651385804,43.008,44.6464,63.99944230704624,0.27840000000000004
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV118.rcp,EV118.rcp,LA (low SP),32,98,0.09879032258064516,437,6.62929061784897,0.828476421503648,1.8840704273542777,1.8894563991908329,43.50187421907538,43.50187421907538,65.81455665733223,0.2887338608912953
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV119.rcp,EV119.rcp,LA (low SP),32,113,0.11391129032258064,613,6.871125611745514,0.6958498780176562,1.9677037144305627,1.8598229372611448,42.58313102044013,42.58313102044013,50.21963301507073,0.2667397603571149
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV12.rcp,EV12.rcp,LA (low SP),32,99,0.09979838709677419,193,6.046632124352332,0.6925970906324124,1.7753427105987125,1.8049761725284006,47.538006325885114,42.31404958677686,59.892571480322836,0.24283236404448527
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV120.rcp,EV120.rcp,LA (low SP),32,91,0.09173387096774194,485,7.08041237113402,0.7677305121124197,1.804718325566931,1.7449561263943871,45.87658495350803,42.66151430986596,73.89565680738527,0.27532906653785777
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV121.rcp,EV121.rcp,LA (low SP),32,96,0.0967741935483871,564,6.872340425531915,0.49966036450286716,1.8267136488575977,1.6618823726097627,56.888888888888886,51.77777777777778,83.37294341792196,0.3046875
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV122.rcp,EV122.rcp,LA (low SP),32,98,0.09879032258064516,743,7.362045760430687,0.7033946628613156,1.7777481312745766,1.8306895720612295,43.28862973760933,42.862140774677215,67.61672637900752,0.2899833402748855
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV123.rcp,EV123.rcp,LA (low SP),32,100,0.10080645161290322,570,7.007017543859649,0.77229656359999,1.5491751568954504,1.8889563024610603,40.5504,44.2368,57.94161327234298,0.3144
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV124.rcp,EV124.rcp,LA (low SP),32,98,0.09879032258064516,444,6.655405405405405,0.8223743736408813,1.8840704273542777,1.8894563991908329,43.50187421907538,43.50187421907538,64.88896681566752,0.28134110787172006
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV125.rcp,EV125.rcp,LA (low SP),32,113,0.11391129032258064,613,6.884176182707994,0.6981407480107882,1.9677037144305627,1.8797440855391556,42.58313102044013,42.903907901950035,49.64051633248934,0.2667397603571149
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV126.rcp,EV126.rcp,LA (low SP),32,92,0.09274193548387097,499,7.108216432865731,0.749289994757028,1.7777481312745766,1.7016344276093907,46.215500945179585,42.82797731568998,72.54959091151358,0.2944234404536862
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV127.rcp,EV127.rcp,LA (low SP),32,109,0.10987903225806452,194,6.22680412371134,1.0051942894637953,2.0093623390377706,2.0022526108000505,44.38683612490531,49.73049406615605,46.975001995305874,0.20410739836714084
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV128.rcp,EV128.rcp,LA (low SP),32,106,0.10685483870967742,180,6.216666666666667,1.0555409355712675,1.8840704273542777,1.9053078069537024,46.114631541473834,50.12459950160199,52.02030419642951,0.24323602705589178
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV129.rcp,EV129.rcp,LA (low SP),32,92,0.09274193548387097,430,6.839534883720931,0.5368467517175061,1.7422334221951654,1.6555900246251722,55.65217391304348,53.716446124763706,86.77219931473783,0.28804347826086957
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV13.rcp,EV13.rcp,LA (low SP),32,96,0.0967741935483871,263,6.585551330798479,0.7892459101450817,1.7497825649392817,1.8006498307132786,42.44444444444444,42.0,47.2639682962596,0.2439236111111111
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV130.rcp,EV130.rcp,LA (low SP),32,105,0.10584677419354839,170,6.794117647058823,0.9815777145435716,1.9791693438164224,1.8232330009671343,51.919818594104306,56.37804988662131,64.88234544005486,0.2504308390022676
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV131.rcp,EV131.rcp,LA (low SP),32,109,0.10987903225806452,418,6.755980861244019,0.8430833814934644,1.9185897643907484,2.0004067234158467,42.14594731083242,47.48960525208316,57.77764033585472,0.25401902196784787
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV132.rcp,EV132.rcp,LA (low SP),32,88,0.08870967741935484,490,7.2326530612244895,0.7304982239154932,1.6895462526148668,1.7344264324895802,40.99173553719008,45.48760330578512,81.54513757249339,0.3379390495867768
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV133.rcp,EV133.rcp,LA (low SP),32,102,0.1028225806451613,544,7.125,0.7639631574116339,1.9116001549382928,1.9133570464275909,43.50326797385621,44.29065743944636,63.2380034747477,0.2722029988465974
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV134.rcp,EV134.rcp,LA (low SP),32,91,0.09173387096774194,394,6.842639593908629,0.5478236933918242,1.767040445579959,1.689979051185257,56.26373626373626,54.532544378698226,88.1043761135966,0.2932013041903152
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV135.rcp,EV135.rcp,LA (low SP),32,109,0.10987903225806452,617,7.085899513776337,0.7273843882359302,1.9606546684162192,1.7952638588767236,42.6630754986954,42.6630754986954,52.05662371260053,0.25486070196111443
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV136.rcp,EV136.rcp,LA (low SP),32,99,0.09979838709677419,551,7.016333938294011,0.7772315738171027,1.538649038745759,1.8810603168605695,40.43342516069789,44.19467401285583,58.17661123981006,0.31313131313131315
dataset\MT_Vanhoucke\MT30\Set 3.1 LA (low SP)\EV137.rcp,EV137.rcp,LA (low SP),32,100,0.10080645161290322,466,6.830472103004292,0.8045035471495847,1.5746794417481091,1.794917016020349,39.5264,45.2608,58.656720266442555,0.28679999999999994
